overall_rank,name,country,region,hospital_type,total_score,percentile,certification_score,quality_initiatives_score,patient_feedback_score,certification_count
59,Prakhar Hospital Pvt. Ltd,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Ujala Cygnus Brightstar Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Government Medical College And Associated Hospitals,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Smt. Jayaben Mody Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Mother Vannini Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Epitome Kidney Urology Institute & Lions Hospital (A Unit of Intregrated Kidney Solution Pvt. Ltd.),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Asian City Hospital (A Unit of Blue Sapphire Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Suyash Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Rajasthan Medical Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,J. Watumull Global Hospital & Research Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Asian Vivekanand Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,36.0,96.35,36.0,0,0,1
59,Oncology & Super Specialty Wing - Dr. Ram Manohar Lohia Institute Of Medical Sciences (Dr. RMLIMS),India,Asia-Pacific,Cancer Specialty,36.0,96.35,36.0,0,0,1
59,Velammal Medical College Hospital & Research Institute,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,SKS Hospital & Postgraduate Medical Institute,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Frontline Hospital And Research Institute,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,COSH (Christudas Orthopaedic Speciality Hospital),India,Asia-Pacific,Orthopedic Specialty,36.0,96.35,36.0,0,0,1
59,Sri Venkateshwaraa Medical College Hospital and Research Centre,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Vijay Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Peacock Hospitals Pvt Ltd., Tiruvallur",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Birsa Munda Government Medical College, Shahdol",India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Omega Hospitals ( A unit of Hyderabad Institute Of Oncology Pvt Ltd),India,Asia-Pacific,Cancer Specialty,36.0,96.35,36.0,0,0,1
59,Jaiprakash Hospital & Research Center Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Popular Medicare Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"M/s Shree Pragati FoundationS-Hira Mongi Navneet Hospital, Mulund West",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Rohini Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Ram Ratan Hospital (Managed & Operated By Fortis Hospital),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Shree Ramnath Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Maa Hospitals Pvt. Ltd,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Newera Hospital & Research Institute (A Unit of Newera Hospitals Pvt. Ltd.) - (Earlier Certificate issued in the Name of New Era Hospital & Research Institute),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Silverstreak Multispeciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Dhanvantri Jeevan Rekha Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,GBH General and GBH Memorial Cancer Hospital,India,Asia-Pacific,Cancer Specialty,36.0,96.35,36.0,0,0,1
59,Ethos Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Adesh Medical College And Hospital,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Tarak Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Index Medical College Hospital & Research Centre,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,"Ujala Cygnus Central Hospital, Haldwani (Nanital)",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Gujarat Kidney and Superspeciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Radhe Multispeciality Hospital (A Unit Of Madhav Shyam Multispeciality Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"N Z Health & Medicare Center (Zeel Multi Speciality Hospital), Sagwara",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Lifeline Hospital Medical & Research Centre, Raigad",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Imbichibava Memorial Co-Operative Hospitaland Research Centre Society Ltd. No.M-841, Alathiyur Post, Tirur Malappuram",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Ashutosh Hospital & Trauma Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Polaris Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Infinity Care Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Udai Omni Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Kanba Hospital - Unit Of Lakhani Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Starcare Hospital Kozhikode Private Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Nemcare Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Accord Superspeciality Hospital (A Unit of SCL Healthcare Private Limited),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Parul Sevashram Hospital (Parul Institute of Medical Sciences & Research),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Hannah Joseph Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Nidaan Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Ujala Hospital (A Unit of Ujala Healthcare Services Private Limited),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Vasavi Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,B T Savani Kidney Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Medipoint Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Fatima Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Gujarat Adani Institute Of Medical Sciences (G.K.General Hospital),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,St. Josephs Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Ashwini Trauma Centre (Unit Of Cuttack Hospitals Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Mittal Bhilai Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Raj Hospitals,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Apple Maitreya Hospital, Surat",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Medway Hospitals (A Unit of United Alliance Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Smita Memorial Hospital And Research Centre (A Unit Of Advani Olickal Health Care Services Pvt Ltd),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Super-Speciality Hospital, Netaji Subhash Chandra Bose Medical College",India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Noble Multispeciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Baby Memorial Hospital Ltd. - (Earlier Certificate issued in the Name of Chazhikattu Hospital Private Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sevarth Sansthan Seth Bimal Kumar Jain Trauma & Physiotherapy Dharmarth Samiti,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Mai Khadija Hospital And Research Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Maheshwari Nursing Home,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"SLG Hospitals, (A Unit of Sree Lakshmi Gayathri Hospitals Private Limited)",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sri Sai Hospitals,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Malik Radix Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sarvodaya Hospital (A Unit of Anshu Hospitals Limited),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Jay Prabha Medanta Super Specialty Hospital,India,Asia-Pacific,Multi Specialty,36.0,96.35,36.0,0,0,1
59,"Synergy Multispeciality Hospital Private Limited - (Earlier Certificate issued in the Name of Synergy Multispeciality Hospital, LLP)",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Dr. Manjeet Institute of Critical Care,",India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Sushila Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Kailash Deepak Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Amrita Institute of Medical Sciences and Research Centre,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Rainbow Childrens Medicare Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Bengal Faith Hospital (A Unit of Bengal Faith Healthcare Private Limited),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Dr. Kamakshi Memorial Hospital Private Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Shri. B.M. Patil Medical College Hospital and Research Centre,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Adamt Kothiya Hospital and Research Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sun Medical and Research Centre (A Unit of Trichur Heart Hospital Ltd.),India,Asia-Pacific,Cardiac Specialty,36.0,96.35,36.0,0,0,1
59,Sri Narayani Hospital and Research Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,The Malankara Orthodox Syrian Church Medical Mission,India,Asia-Pacific,Orthopedic Specialty,36.0,96.35,36.0,0,0,1
59,S.A.I Hospitals,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Arihant Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Marble City Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sanjeevani Multispeciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Saxena Multispeciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Good Samaritan Cancer and General Hospital,India,Asia-Pacific,Cancer Specialty,36.0,96.35,36.0,0,0,1
59,DSM Multispeciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Charnock Hospitals Private Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Ananta Institute of Medical Sciences & Research Centre,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Maharishi Markandeshwar College of Medical Science and Research,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sanjivani Super Speciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,NKS Hospital (A Unit of Bram Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Smt. S. R. Mehta & Sir K. P. Cardiac Institute,India,Asia-Pacific,Cardiac Specialty,36.0,96.35,36.0,0,0,1
59,Malik Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sudha Hospital & Medical Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Ortho-one Orthopaedic Speciality Centre (A Unit of Spine Arthroscopic and Joint Replacement Centre Pvt. Ltd.),India,Asia-Pacific,Orthopedic Specialty,36.0,96.35,36.0,0,0,1
59,Tagore Hospital and Research Institute (A Unit of Maya Kanwar Ba Mahila Vikas Samiti),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Malabar Institute of Medical Sciences Ltd. (Aster Mother Hospital),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Renova Nigl Hospitals (A Unit of Tejaswini Health Care Services Pvt.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Swastik Multispeciality Hospital LLP,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Shrimad Rajchandra Hospital and Research Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Hayat Hospital Private Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Shrimant Rajmata Vijyaraje Scindia Government Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,IIMT Life Line Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Gian Sagar Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Eternal Hospital (A Unit of Eternal Care Foundation),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Nazareth Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Apollo Spectra Hospitals (A Unit of Nano Hospitals Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Omni Hospital (A Unit of Incor Padmachandra Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Nyle Institute of Medical Sciences Private Limited,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Shija Hospitals & Research Institute Pvt. Ltd.,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Jaswant Rai Speciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Marwar Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sanghi Nursing Home,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Shri Balaji Metro Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Samanvay Hospitals,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Park Hospital (A Unit of Park Medicity World Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"Superspeciality Hospital, JAH Campus",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Eras Lucknow Medical Collage & Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Lifeline Superspeciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sun Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sri Kauvery Medical Care India Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Shoor Multi-Superspeciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,JR Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Gerdi Gutperle Agasthiyar Muni Child Care Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Medicover Kle Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Delhi Hospital and Nursing Home,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Vasundhara Hospital Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,NTC Hospitals & NTC Institute of Medical Sciences (NIMS),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Vishesh Jupiter Hospital (Unit of Jupiter Hospital Projects Pvt. Ltd.),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Guru Nanak Dev Super Speciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Princess Durru Shehvar Childrenâ€™s & General Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Udayananda Health Care Private Limited,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Arpana Hospital (A Unit of Arpana Research and Charities Trust),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Sri Guru Ram Dass Institute of Medical Sciences and Research,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Kamla Nagar Hospital (A Unit of K. N. Hospital Private Limited),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Monilek Hospital & Research Centre,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,SRM Medical College Hospital and Research Centre (A Unit of SRM Institute of Science and Technology),India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Jeevan Rekha Hospital & Research Center,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Government Hospital for Mental Care,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,United Medicity Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Param Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Hasija Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,People's General Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,"The Oxford Medical College, Hospital And Research Centre",India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Vasavi Medical & Research Centre (Vasavi Hospital),India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Jeevan Anmol Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Holy Heart Super Specialty & Trauma Center,India,Asia-Pacific,Cardiac Specialty,36.0,96.35,36.0,0,0,1
59,"Medicover Hospital, Aurangabad",India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,St.Joseph Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Kunal Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Cygnus Super Speciality Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,CHL Charitable Trust,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Mahatma Gandhi Medical College And Research Institute,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
59,Saraswathy Hospital,India,Asia-Pacific,General Hospital,36.0,96.35,36.0,0,0,1
59,Apollo Institute of Medical Sciences and Research Hospital,India,Asia-Pacific,Teaching Hospital,36.0,96.35,36.0,0,0,1
